technique,retrieval_latency_ms,store_score,cosine_sim,chunk_len
Semantic,13.891000405419618,0.42696012488842805,0.448266289605295,2643.6
Sentence-window,126.76735859713517,0.4991329044290656,0.5477620300837032,273.46666666666664
Token,43.74253299902193,0.511455298838075,0.5670987823134456,597.4666666666667
